X,ID,DATE,DAY,MONTH,YEAR,TIME,LAT,LONG,ROWID,testDate,MONTH2
1,X10695,4-02-91,2,April,1991,13:11,58.233,-62.167,1,1991-04-02,April
2,X10695,4-04-91,4,April,1991,23:55,58.467,-62.4,3,1991-04-04,April
3,X10695,4-05-91,5,April,1991,23:32,58.583,-62.65,4,1991-04-05,April
4,X10695,4-06-91,6,April,1991,23:09,58.7,-62.75,5,1991-04-06,April
5,X10695,4-08-91,8,April,1991,23:58,59.333,-63.5,6,1991-04-08,April
6,X10695,4-13-91,13,April,1991,23:47,60.567,-64.317,7,1991-04-13,April
7,X10695,4-17-91,17,April,1991,22:14,60.6,-64.433,8,1991-04-17,April
8,X10695,4-21-91,21,April,1991,23:58,60.867,-66.117,9,1991-04-21,April
9,X10695,4-25-91,25,April,1991,22:26,61.55,-69.083,10,1991-04-25,April
10,X10695,5-08-91,8,May,1991,0:28,62.733,-72.817,11,1991-05-08,May
11,X10695,5-16-91,16,May,1991,0:42,62.833,-73.917,12,1991-05-16,May
12,X10695,5-20-91,20,May,1991,0:47,62.917,-74.483,13,1991-05-20,May
13,X10695,5-26-91,26,May,1991,23:46,62.6,-74.983,14,1991-05-26,May
14,X10695,5-27-91,27,May,1991,23:20,62.5,-75.15,15,1991-05-27,May
15,X10695,5-29-91,29,May,1991,0:41,62.567,-75.833,16,1991-05-29,May
16,X10695,5-30-91,30,May,1991,22:11,63.2,-75.967,17,1991-05-30,May
17,X10695,5-31-91,31,May,1991,23:30,63.417,-75.883,18,1991-05-31,May
18,X10695,6-01-91,1,June,1991,1:09,63.4,-75.95,19,1991-06-01,June
19,X10695,6-02-91,2,June,1991,22:43,63.8,-76.183,21,1991-06-02,June
20,X10695,6-10-91,10,June,1991,22:55,64.217,-79.183,22,1991-06-10,June
21,X10695,6-19-91,19,June,1991,0:49,65.883,-79.317,23,1991-06-19,June
22,X10695,6-27-91,27,June,1991,1:03,67.533,-77.333,24,1991-06-27,June
23,X10695,7-05-91,5,July,1991,22:25,66.233,-77.7,25,1991-07-05,July
24,X10695,7-08-91,8,July,1991,23:43,66.067,-78,26,1991-07-08,July
25,X10695,7-16-91,16,July,1991,22:18,65.417,-80.867,27,1991-07-16,July
26,X10695,8-22-91,22,August,1991,8:00,64.033,-80.483,28,1991-08-22,August
27,X10695,9-17-91,17,September,1991,17:59,63.767,-80.133,29,1991-09-17,September
28,X10695,9-18-91,18,September,1991,15:21,63.8,-80.25,30,1991-09-18,September
29,X10695,9-19-91,19,September,1991,12:40,63.817,-80.317,31,1991-09-19,September
30,X10695,9-20-91,20,September,1991,14:40,63.8,-80.333,32,1991-09-20,September
31,X10695,9-21-91,21,September,1991,17:14,63.8,-80.1,33,1991-09-21,September
32,X10695,9-22-91,22,September,1991,13:45,63.733,-80.167,34,1991-09-22,September
33,X10695,9-23-91,23,September,1991,16:57,63.75,-80.333,35,1991-09-23,September
34,X10695,9-24-91,24,September,1991,13:16,63.767,-80.117,36,1991-09-24,September
35,X10695,9-25-91,25,September,1991,19:48,63.733,-80.183,37,1991-09-25,September
36,X10695,9-26-91,26,September,1991,17:57,63.767,-80.183,38,1991-09-26,September
37,X10695,9-27-91,27,September,1991,17:46,63.767,-80.2,39,1991-09-27,September
38,X10695,9-28-91,28,September,1991,21:47,63.85,-80.15,40,1991-09-28,September
39,X10695,9-29-91,29,September,1991,21:26,63.783,-80.117,41,1991-09-29,September
40,X10695,10-01-91,1,October,1991,22:25,63.717,-80.3,42,1991-10-01,October
41,X10695,10-02-91,2,October,1991,18:47,63.75,-80.2,43,1991-10-02,October
42,X10695,10-08-91,8,October,1991,1:21,63.7,-80.567,44,1991-10-08,October
43,X10695,10-26-91,26,October,1991,0:04,63.75,-80.133,45,1991-10-26,October
44,X10695,10-29-91,29,October,1991,22:42,63.867,-80.533,46,1991-10-29,October
45,X10695,10-31-91,31,October,1991,13:46,63.967,-80.467,47,1991-10-31,October
46,X10695,11-03-91,3,November,1991,0:40,64.15,-80.333,48,1991-11-03,November
47,X10695,11-04-91,4,November,1991,23:56,63.917,-80.083,49,1991-11-04,November
48,X10695,11-06-91,6,November,1991,1:16,64.1,-79.6,50,1991-11-06,November
49,X10695,11-07-91,7,November,1991,0:55,64.017,-79.35,51,1991-11-07,November
50,X10695,11-08-91,8,November,1991,0:33,63.95,-79.067,52,1991-11-08,November
51,X10695,11-11-91,11,November,1991,23:10,63.85,-77.75,53,1991-11-11,November
52,X10695,11-16-91,16,November,1991,1:08,63.7,-79.3,54,1991-11-16,November
53,X10695,11-23-91,23,November,1991,22:18,63.5,-79.683,55,1991-11-23,November
54,X10695,11-28-91,28,November,1991,22:12,63.35,-78.817,56,1991-11-28,November
55,X10695,11-29-91,29,November,1991,21:54,63.283,-78.3,57,1991-11-29,November
56,X10695,12-01-91,1,December,1991,21:10,62.95,-78.217,58,1991-12-01,December
57,X10695,12-04-91,4,December,1991,21:47,62.567,-75.25,59,1991-12-04,December
58,X10695,12-09-91,9,December,1991,21:46,62.3,-75.767,60,1991-12-09,December
59,X10695,12-13-91,13,December,1991,19:33,62.767,-73.217,61,1991-12-13,December
60,X10695,12-17-91,17,December,1991,20:24,61.433,-71.167,62,1991-12-17,December
61,X10695,12-25-91,25,December,1991,22:49,61.067,-67.95,63,1991-12-25,December
62,X10695,12-29-91,29,December,1991,19:42,60.5,-67.867,64,1991-12-29,December
63,X10695,1-06-92,6,January,1992,19:51,60.5,-66.033,65,1992-01-06,January
64,X10695,1-10-92,10,January,1992,22:12,60.583,-66.45,66,1992-01-10,January
65,X10695,1-14-92,14,January,1992,22:29,60.983,-66,67,1992-01-14,January
66,X10695,1-18-92,18,January,1992,17:29,61.117,-66.817,68,1992-01-18,January
67,X10695,1-22-92,22,January,1992,19:41,61.183,-66.633,69,1992-01-22,January
68,X10695,1-24-92,24,January,1992,14:04,61.2,-67.2,70,1992-01-24,January
69,X10695,1-25-92,25,January,1992,12:07,61.083,-67.45,71,1992-01-25,January
70,X10695,1-26-92,26,January,1992,11:42,61.083,-67.567,72,1992-01-26,January
71,X10695,1-27-92,27,January,1992,5:16,61.2,-68.133,73,1992-01-27,January
72,X10695,1-28-92,28,January,1992,12:43,61.15,-68.75,74,1992-01-28,January
73,X10695,1-29-92,29,January,1992,14:03,61.05,-69.15,75,1992-01-29,January
74,X10695,1-30-92,30,January,1992,15:19,60.933,-69.25,76,1992-01-30,January
75,X10695,1-31-92,31,January,1992,15:00,60.65,-69.317,77,1992-01-31,January
76,X10695,2-07-92,7,February,1992,22:25,59.933,-68.35,78,1992-02-07,February
77,X10695,2-13-92,13,February,1992,13:24,60.533,-67.433,79,1992-02-13,February
78,X10695,2-16-92,16,February,1992,14:23,60.5,-67.367,80,1992-02-16,February
79,X10695,3-12-92,12,March,1992,12:13,60.733,-69.117,81,1992-03-12,March
80,X10695,3-16-92,16,March,1992,14:10,61.717,-69.383,82,1992-03-16,March
81,X10695,3-20-92,20,March,1992,.,61.483,-69.283,83,1992-03-20,March
82,X10695,3-28-92,28,March,1992,11:34,61.717,-70.2,84,1992-03-28,March
83,X10695,4-01-92,1,April,1992,11:50,61.717,-69.983,85,1992-04-01,April
84,X10695,4-05-92,5,April,1992,13:42,61.733,-70.217,86,1992-04-05,April
85,X10703,4-06-92,6,April,1992,21:34,56.567,-61.65,87,1992-04-06,April
89,X10703,4-08-92,8,April,1992,16:31,59.45,-63.55,92,1992-04-08,April
93,X10695,4-09-92,9,April,1992,12:21,61.9,-70.6,98,1992-04-09,April
94,X10703,4-13-92,13,April,1992,15:55,61.017,-62.633,99,1992-04-13,April
97,X10695,4-17-92,17,April,1992,11:11,62.617,-71.383,102,1992-04-17,April
98,X10703,4-18-92,18,April,1992,12:59,62.067,-63.95,103,1992-04-18,April
101,X10695,4-21-92,21,April,1992,14:46,62.767,-71.017,106,1992-04-21,April
103,X10703,4-23-92,23,April,1992,18:36,61.933,-63.833,108,1992-04-23,April
107,X10703,4-28-92,28,April,1992,17:35,62.55,-64.067,112,1992-04-28,April
111,X10695,5-03-92,3,May,1992,11:42,62.35,-71.6,116,1992-05-03,May
112,X10703,5-03-92,3,May,1992,14:58,62.917,-63.267,117,1992-05-03,May
115,X10695,5-07-92,7,May,1992,14:08,62.4,-71.533,120,1992-05-07,May
117,X10703,5-08-92,8,May,1992,13:44,63.65,-62.183,123,1992-05-08,May
120,X10695,5-11-92,11,May,1992,10:08,62.033,-71.95,126,1992-05-11,May
123,X10695,5-15-92,15,May,1992,12:58,62.067,-71.267,129,1992-05-15,May
128,X10695,5-23-92,23,May,1992,11:04,61.85,-70.267,135,1992-05-23,May
129,X10703,5-23-92,23,May,1992,13:27,63.667,-63,136,1992-05-23,May
133,X10703,5-28-92,28,May,1992,16:38,64.2,-64.2,140,1992-05-28,May
136,X10703,6-02-92,2,June,1992,19:01,64.75,-63.35,143,1992-06-02,June
139,X10695,6-04-92,4,June,1992,8:39,62.917,-72,146,1992-06-04,June
141,X10703,6-07-92,7,June,1992,18:07,64.633,-62.3,148,1992-06-07,June
143,X10695,6-08-92,8,June,1992,14:26,63.05,-73.383,150,1992-06-08,June
145,X10695,6-12-92,12,June,1992,14:41,63.317,-74.9,152,1992-06-12,June
146,X10703,6-12-92,12,June,1992,18:44,64.517,-60.2,153,1992-06-12,June
149,X10695,6-16-92,16,June,1992,13:17,63.567,-76.383,156,1992-06-16,June
151,X10703,6-17-92,17,June,1992,14:36,65.2,-60.15,158,1992-06-17,June
155,X10703,6-22-92,22,June,1992,16:09,65.583,-60.65,162,1992-06-22,June
157,X10695,6-24-92,24,June,1992,13:02,64.683,-79.7,164,1992-06-24,June
159,X10703,6-27-92,27,June,1992,14:23,65.817,-62.05,166,1992-06-27,June
161,X10695,6-28-92,28,June,1992,12:21,65.517,-81.433,168,1992-06-28,June
163,X10703,7-02-92,2,July,1992,19:11,64.983,-60.55,170,1992-07-02,July
166,X10703,7-07-92,7,July,1992,15:24,64.4,-61.4,173,1992-07-07,July
167,X10695,7-10-92,10,July,1992,11:32,66.05,-78.183,174,1992-07-10,July
168,X10703,7-12-92,12,July,1992,12:23,64.8,-63.667,175,1992-07-12,July
170,X10695,7-14-92,14,July,1992,10:42,66.15,-79.9,177,1992-07-14,July
171,X10703,7-17-92,17,July,1992,16:42,63.467,-61.25,178,1992-07-17,July
174,X10695,7-18-92,18,July,1992,11:35,66.65,-81.267,181,1992-07-18,July
175,X10703,7-22-92,22,July,1992,19:04,63.567,-62.417,182,1992-07-22,July
176,X10695,7-22-92,22,July,1992,15:31,66.317,-82.683,183,1992-07-22,July
178,X10695,7-26-92,26,July,1992,14:10,65.967,-83.25,185,1992-07-26,July
180,X10703,8-01-92,1,August,1992,18:46,63.767,-61.683,187,1992-08-01,August
183,X10695,8-03-92,3,August,1992,11:46,65.967,-78.45,190,1992-08-03,August
185,X10695,8-07-92,7,August,1992,11:00,65.667,-79,192,1992-08-07,August
187,X10703,8-11-92,11,August,1992,15:07,63.533,-63.767,194,1992-08-11,August
188,X10695,8-11-92,11,August,1992,13:30,64.667,-81,195,1992-08-11,August
190,X10695,8-15-92,15,August,1992,11:03,64.133,-79.633,197,1992-08-15,August
191,X10695,8-19-92,19,August,1992,12:16,64.183,-79.233,198,1992-08-19,August
194,X10695,8-23-92,23,August,1992,12:32,64.033,-79.2,201,1992-08-23,August
195,X10695,8-27-92,27,August,1992,14:25,63.883,-78.283,202,1992-08-27,August
202,X10703,9-15-92,15,September,1992,12:40,64.167,-65.117,215,1992-09-15,September
203,X10703,9-25-92,25,September,1992,15:46,64.15,-65.417,216,1992-09-25,September
206,X13292,10-03-92,3,October,1992,.,65.124,-63.444,219,1992-10-03,October
207,X13289,10-03-92,3,October,1992,.,65.143,-63.448,220,1992-10-03,October
209,X13292,10-09-92,9,October,1992,.,65.113,-63.441,222,1992-10-09,October
210,X13289,10-09-92,9,October,1992,.,65.177,-63.411,223,1992-10-09,October
211,X13289,10-15-92,15,October,1992,.,65.214,-63.41,224,1992-10-15,October
214,X13292,10-21-92,21,October,1992,.,65.122,-63.437,227,1992-10-21,October
216,X13289,10-21-92,21,October,1992,.,65.436,-63.505,229,1992-10-21,October
219,X13292,10-27-92,27,October,1992,.,65.119,-63.392,232,1992-10-27,October
220,X13289,10-27-92,27,October,1992,.,65.201,-63.427,233,1992-10-27,October
223,X13292,11-02-92,2,November,1992,.,65.142,-63.429,236,1992-11-02,November
224,X13289,11-02-92,2,November,1992,.,65.295,-63.127,237,1992-11-02,November
226,X13292,11-08-92,8,November,1992,.,65.228,-63.359,239,1992-11-08,November
227,X13289,11-08-92,8,November,1992,.,65.838,-62.172,240,1992-11-08,November
230,X13292,11-14-92,14,November,1992,.,65.22,-63.356,243,1992-11-14,November
231,X13289,11-14-92,14,November,1992,.,65.351,-62.358,244,1992-11-14,November
234,X13289,11-20-92,20,November,1992,.,64.92,-62.455,247,1992-11-20,November
238,X13289,11-26-92,26,November,1992,.,64.605,-59.286,251,1992-11-26,November
239,X13292,11-26-92,26,November,1992,.,64.866,-60.456,252,1992-11-26,November
242,X13292,12-02-92,2,December,1992,.,63.042,-60.489,255,1992-12-02,December
243,X13289,12-02-92,2,December,1992,.,63.232,-61.316,256,1992-12-02,December
247,X13292,12-08-92,8,December,1992,.,62.202,-61.506,260,1992-12-08,December
248,X13289,12-08-92,8,December,1992,.,62.321,-62.181,261,1992-12-08,December
251,X13289,12-14-92,14,December,1992,.,62.069,-61.434,264,1992-12-14,December
252,X13292,12-14-92,14,December,1992,.,62.129,-60.823,265,1992-12-14,December
255,X13292,12-20-92,20,December,1992,.,62.162,-58.797,268,1992-12-20,December
257,X13289,12-20-92,20,December,1992,.,62.723,-59.364,270,1992-12-20,December
259,X13292,12-26-92,26,December,1992,.,62.661,-59.342,272,1992-12-26,December
260,X13289,12-26-92,26,December,1992,.,63.235,-60.757,273,1992-12-26,December
262,X13289,1-01-93,1,January,1993,.,62.601,-59.774,275,1993-01-01,January
263,X13292,1-01-93,1,January,1993,.,63.728,-58.804,276,1993-01-01,January
265,X13289,1-07-93,7,January,1993,.,63.041,-58.036,278,1993-01-07,January
266,X13292,1-07-93,7,January,1993,.,64.477,-59.306,279,1993-01-07,January
269,X13289,1-13-93,13,January,1993,.,61.493,-55.833,282,1993-01-13,January
270,X13292,1-13-93,13,January,1993,.,64.149,-59.389,283,1993-01-13,January
272,X13289,1-19-93,19,January,1993,.,60.67,-56.113,285,1993-01-19,January
275,X13289,1-25-93,25,January,1993,.,61.351,-54.506,288,1993-01-25,January
276,X13292,1-25-93,25,January,1993,.,64.639,-60.108,289,1993-01-25,January
277,X13289,1-31-93,31,January,1993,.,62.171,-54.965,290,1993-01-31,January
278,X13292,1-31-93,31,January,1993,.,63.945,-59.947,291,1993-01-31,January
281,X13289,2-06-93,6,February,1993,.,62.214,-55.996,294,1993-02-06,February
282,X13292,2-06-93,6,February,1993,.,63.381,-61.481,295,1993-02-06,February
287,X13289,2-12-93,12,February,1993,.,62.137,-56.343,300,1993-02-12,February
288,X13292,2-12-93,12,February,1993,.,62.886,-61.234,301,1993-02-12,February
293,X13289,2-18-93,18,February,1993,.,62.712,-59.112,306,1993-02-18,February
296,X13292,2-24-93,24,February,1993,.,62.298,-62.613,309,1993-02-24,February
297,X13289,2-24-93,24,February,1993,.,62.395,-60.621,310,1993-02-24,February
301,X13292,3-02-93,2,March,1993,.,61.825,-63.687,314,1993-03-02,March
302,X13289,3-02-93,2,March,1993,.,62.379,-61.703,315,1993-03-02,March
306,X13292,3-08-93,8,March,1993,.,62.202,-63.659,319,1993-03-08,March
310,X13289,3-14-93,14,March,1993,.,62.448,-63.248,323,1993-03-14,March
311,X13292,3-14-93,14,March,1993,.,62.711,-62.946,324,1993-03-14,March
312,X10703,3-14-93,14,March,1993,15:26,64.167,-65.4,325,1993-03-14,March
318,X13292,3-20-93,20,March,1993,.,62.915,-61.983,331,1993-03-20,March
319,X13289,3-20-93,20,March,1993,.,62.963,-62.444,332,1993-03-20,March
326,X13292,3-26-93,26,March,1993,.,63.024,-61.199,339,1993-03-26,March
331,X13292,4-01-93,1,April,1993,.,62.243,-62.428,345,1993-04-01,April
332,X13289,4-01-93,1,April,1993,.,63.05,-62.598,346,1993-04-01,April
335,X10703,4-03-93,3,April,1993,18:06,64.167,-65.283,349,1993-04-03,April
342,X13292,4-07-93,7,April,1993,.,62.761,-62.539,357,1993-04-07,April
350,X13292,4-13-93,13,April,1993,.,63.476,-62.286,365,1993-04-13,April
351,X13289,4-13-93,13,April,1993,.,63.841,-61.649,366,1993-04-13,April
352,X10703,4-13-93,13,April,1993,19:30,64.167,-64.417,367,1993-04-13,April
357,X10703,4-18-93,18,April,1993,16:44,64.083,-64.55,372,1993-04-18,April
360,X13292,4-19-93,19,April,1993,.,63.123,-61.53,375,1993-04-19,April
362,X13289,4-19-93,19,April,1993,.,64.49,-62.793,377,1993-04-19,April
366,X10703,4-23-93,23,April,1993,19:04,64.317,-63.35,381,1993-04-23,April
370,X13292,4-25-93,25,April,1993,.,62.376,-61.896,386,1993-04-25,April
371,X13289,4-25-93,25,April,1993,.,64.056,-61.975,387,1993-04-25,April
378,X13292,5-01-93,1,May,1993,.,62.805,-61.553,394,1993-05-01,May
380,X10703,5-03-93,3,May,1993,17:24,63.617,-62.317,396,1993-05-03,May
387,X13289,5-07-93,7,May,1993,.,62.826,-62.591,403,1993-05-07,May
388,X13292,5-07-93,7,May,1993,.,63.121,-60.69,404,1993-05-07,May
389,X10703,5-08-93,8,May,1993,15:37,63.617,-61.517,405,1993-05-08,May
396,X10703,5-13-93,13,May,1993,18:23,63.5,-62.517,412,1993-05-13,May
397,X13292,5-13-93,13,May,1993,.,63.725,-61.564,413,1993-05-13,May
403,X10703,5-18-93,18,May,1993,15:22,63.433,-63.167,419,1993-05-18,May
405,X13289,5-19-93,19,May,1993,.,62.439,-65.764,421,1993-05-19,May
407,X13292,5-19-93,19,May,1993,.,64.492,-61.74,423,1993-05-19,May
412,X10703,5-23-93,23,May,1993,19:40,62.933,-63.417,428,1993-05-23,May
416,X13289,5-25-93,25,May,1993,.,62.137,-63.896,432,1993-05-25,May
417,X13292,5-25-93,25,May,1993,.,64.728,-60.652,433,1993-05-25,May
419,X10703,5-28-93,28,May,1993,18:41,62.883,-64.15,435,1993-05-28,May
423,X13289,5-31-93,31,May,1993,.,63.164,-62.631,439,1993-05-31,May
424,X13292,5-31-93,31,May,1993,.,65.194,-59.762,440,1993-05-31,May
427,X10703,6-02-93,2,June,1993,13:23,63.2,-64.65,443,1993-06-02,June
431,X13289,6-06-93,6,June,1993,.,64.002,-62.268,447,1993-06-06,June
432,X13292,6-06-93,6,June,1993,.,65.621,-58.587,448,1993-06-06,June
433,X10703,6-07-93,7,June,1993,14:53,63.183,-64.283,449,1993-06-07,June
439,X10703,6-12-93,12,June,1993,19:42,63.4,-63.683,456,1993-06-12,June
440,X13289,6-12-93,12,June,1993,.,64.924,-59.953,457,1993-06-12,June
441,X13292,6-12-93,12,June,1993,.,66.216,-59.255,458,1993-06-12,June
447,X10703,6-17-93,17,June,1993,19:38,63.167,-64.4,464,1993-06-17,June
451,X13292,6-18-93,18,June,1993,.,64.954,-59.447,468,1993-06-18,June
452,X13289,6-18-93,18,June,1993,.,65.814,-58.996,469,1993-06-18,June
456,X10703,6-22-93,22,June,1993,16:57,63.433,-63.533,473,1993-06-22,June
460,X13292,6-24-93,24,June,1993,.,65.09,-59.538,477,1993-06-24,June
461,X13289,6-24-93,24,June,1993,.,66.733,-58.699,478,1993-06-24,June
464,X10703,6-27-93,27,June,1993,19:19,64.4,-64.3,481,1993-06-27,June
467,X13292,6-30-93,30,June,1993,.,64.698,-59.785,485,1993-06-30,June
468,X13289,6-30-93,30,June,1993,.,67.032,-58.927,486,1993-06-30,June
469,X10703,7-02-93,2,July,1993,16:37,64.55,-63.767,487,1993-07-02,July
472,X13292,7-06-93,6,July,1993,.,63.889,-59.879,490,1993-07-06,July
474,X13289,7-06-93,6,July,1993,.,66.55,-56.565,492,1993-07-06,July
480,X13292,7-12-93,12,July,1993,.,64.349,-61.844,498,1993-07-12,July
481,X10703,7-12-93,12,July,1993,14:02,64.967,-62.967,499,1993-07-12,July
482,X13289,7-12-93,12,July,1993,.,66.292,-56.979,500,1993-07-12,July
486,X10703,7-17-93,17,July,1993,17:13,64.967,-62.2,504,1993-07-17,July
487,X13292,7-18-93,18,July,1993,.,64.754,-62.077,505,1993-07-18,July
490,X13289,7-18-93,18,July,1993,.,66.242,-58.96,509,1993-07-18,July
491,X10703,7-22-93,22,July,1993,19:17,65.067,-60.867,510,1993-07-22,July
494,X13292,7-24-93,24,July,1993,.,64.708,-62.032,513,1993-07-24,July
495,X13289,7-24-93,24,July,1993,.,65.663,-61.487,514,1993-07-24,July
498,X13292,7-30-93,30,July,1993,.,64.822,-62.748,517,1993-07-30,July
499,X13289,7-30-93,30,July,1993,.,65.142,-62.283,518,1993-07-30,July
502,X10703,8-01-93,1,August,1993,13:33,65.133,-63.567,521,1993-08-01,August
507,X13289,8-05-93,5,August,1993,.,64.978,-61.739,528,1993-08-05,August
508,X13292,8-05-93,5,August,1993,.,64.981,-62.923,529,1993-08-05,August
509,X10703,8-06-93,6,August,1993,16:43,65.183,-63.867,530,1993-08-06,August
512,X13292,8-11-93,11,August,1993,.,64.897,-63.569,533,1993-08-11,August
513,X10703,8-11-93,11,August,1993,18:32,65.233,-63.833,534,1993-08-11,August
517,X10703,8-16-93,16,August,1993,14:15,65.217,-63.833,538,1993-08-16,August
518,X13292,8-17-93,17,August,1993,.,64.897,-63.569,539,1993-08-17,August
519,X13289,8-17-93,17,August,1993,.,64.953,-62.851,540,1993-08-17,August
522,X10703,8-21-93,21,August,1993,19:39,65.2,-63.85,543,1993-08-21,August
525,X13292,8-23-93,23,August,1993,.,64.897,-63.569,546,1993-08-23,August
528,X13292,8-29-93,29,August,1993,.,64.897,-63.569,549,1993-08-29,August
529,X13289,8-29-93,29,August,1993,.,64.948,-63.304,550,1993-08-29,August
533,X13292,9-04-93,4,September,1993,.,64.897,-63.569,554,1993-09-04,September
534,X10703,9-05-93,5,September,1993,18:29,65.15,-64.433,555,1993-09-05,September
536,X10703,9-10-93,10,September,1993,17:28,64.817,-65.65,557,1993-09-10,September
537,X13292,9-10-93,10,September,1993,.,64.897,-63.569,558,1993-09-10,September
540,X13292,9-16-93,16,September,1993,.,64.897,-63.569,561,1993-09-16,September
543,X13292,9-22-93,22,September,1993,.,64.897,-63.569,564,1993-09-22,September
544,X13289,9-22-93,22,September,1993,.,65.091,-63.723,565,1993-09-22,September
546,X10703,9-25-93,25,September,1993,13:50,64.5,-65.25,567,1993-09-25,September
548,X13292,9-28-93,28,September,1993,.,64.897,-63.569,571,1993-09-28,September
549,X13289,9-28-93,28,September,1993,.,65.091,-63.723,572,1993-09-28,September
551,X10703,9-30-93,30,September,1993,15:24,64.5,-65.117,574,1993-09-30,September
554,X13292,10-04-93,4,October,1993,.,64.897,-63.569,577,1993-10-04,October
560,X13292,10-10-93,10,October,1993,.,64.897,-63.569,585,1993-10-10,October
561,X13289,10-10-93,10,October,1993,.,65.091,-63.723,586,1993-10-10,October
564,X10703,10-15-93,15,October,1993,14:58,64.617,-65.417,589,1993-10-15,October
566,X13292,10-16-93,16,October,1993,.,64.897,-63.569,591,1993-10-16,October
567,X13289,10-16-93,16,October,1993,.,65.091,-63.723,592,1993-10-16,October
573,X13292,10-22-93,22,October,1993,.,64.897,-63.569,598,1993-10-22,October
574,X13289,10-22-93,22,October,1993,.,65.091,-63.723,599,1993-10-22,October
577,X13292,10-28-93,28,October,1993,.,64.969,-63.374,602,1993-10-28,October
581,X13292,11-03-93,3,November,1993,.,64.979,-63.416,606,1993-11-03,November
582,X13289,11-03-93,3,November,1993,.,65.145,-63.354,607,1993-11-03,November
584,X10703,11-04-93,4,November,1993,18:01,64.45,-65.417,609,1993-11-04,November
588,X13289,11-09-93,9,November,1993,.,64.942,-63.042,614,1993-11-09,November
594,X10703,11-14-93,14,November,1993,17:37,64.417,-64.883,621,1993-11-14,November
595,X13292,11-15-93,15,November,1993,.,63.64,-61.915,622,1993-11-15,November
596,X13289,11-15-93,15,November,1993,.,63.75,-62.038,623,1993-11-15,November
600,X10703,11-19-93,19,November,1993,16:39,64.383,-64.617,627,1993-11-19,November
602,X13292,11-21-93,21,November,1993,.,62.421,-63.834,629,1993-11-21,November
603,X13289,11-21-93,21,November,1993,.,62.832,-62.866,630,1993-11-21,November
605,X10703,11-24-93,24,November,1993,17:17,64.25,-64.333,632,1993-11-24,November
